LocalidadOrigen,LocalidadDestino,distancia,tiempo
12,23,13488.5,1338.2
12,24,13090.8,1133.9
12,25,12964.3,1027.8
12,26,21081.8,1789.7
12,27,2700.4,271.1
12,28,17018.0,1356.7
12,29,7784.0,867.8
12,30,9947.8,962.6
12,31,7366.7,716.7
12,32,30436.4,2226.6
12,33,1643.7,219.2
12,34,12061.6,1071.4
12,35,11818.7,1052.1
12,36,15380.6,1257.3
12,37,17318.7,1446.5
12,38,14263.0,1212.9
12,39,4803.8,519.7
12,40,8837.8,865.0
12,41,11243.0,954.4
12,42,16441.9,1345.3
12,43,12484.8,1152.6
12,44,12547.6,1157.0
12,45,5418.0,461.9
12,46,11703.2,1121.1
12,47,16360.7,1468.6
12,48,22631.3,1635.6
12,49,10110.9,1031.3
12,50,14727.7,1262.5
12,51,10361.9,1034.7
12,52,12899.9,1300.1
12,53,20338.7,1921.2
12,54,19498.0,1597.3
12,55,17139.4,1374.0
12,56,5319.7,633.0
12,57,11487.6,1121.5
12,58,10292.7,996.0
12,59,19312.4,1475.8
12,60,12290.5,1137.5
12,61,16986.4,1474.5
12,62,15743.9,1376.8
12,63,6237.6,534.8
12,64,19641.6,1432.9
12,65,10805.0,1001.5
12,66,15206.4,1338.9
12,67,21332.0,1436.9
12,68,16013.8,1233.0
12,69,18162.8,1622.6
12,70,14551.3,1108.3
12,71,17411.6,1771.3
12,72,14579.8,1296.8
12,73,16613.1,1382.2
12,74,15566.3,1253.2
12,75,16463.1,1309.7
12,76,3138.5,298.6
12,77,15494.4,1358.9
12,78,31399.8,2326.1
12,79,8101.5,811.2
12,80,15164.8,1462.4
12,81,18181.3,1533.9
12,82,18289.1,1442.7
12,83,16970.6,1358.7
12,84,19056.3,1543.8
12,85,14515.4,1116.0
12,86,7385.7,740.3
12,87,23979.6,2563.6
12,88,6079.7,739.0
12,89,18851.6,1563.0
12,90,16805.2,1377.4
12,91,14563.1,1104.1
13,1,24780.4,2181.7
13,2,18491.1,1514.5
13,3,11128.2,993.2
13,4,16556.0,1454.2
13,5,8842.9,757.0
13,6,22334.7,1691.2
13,7,17777.9,1315.5
13,8,9873.8,866.2
13,9,22983.0,2355.6
13,10,12893.8,1104.2
13,11,3496.9,427.8
13,12,17772.4,1474.0
13,14,18063.5,1529.2
13,15,3104.0,394.7
13,16,10571.5,1080.9
13,17,17521.5,1477.9
13,18,17070.9,1418.4
13,19,15148.3,1391.6
13,20,23310.1,1853.6
13,21,3463.2,374.5
13,22,12655.0,1018.3
13,23,15638.7,1505.8
13,24,10497.4,1117.9
13,25,6860.2,779.7
13,26,16752.7,1731.9
13,27,17430.8,1464.4
13,28,12688.9,1298.9
13,29,14910.2,1322.7
13,30,12122.1,999.2
13,31,11809.2,1092.3
13,32,21048.6,1624.1
13,33,16644.1,1390.6
13,34,23096.0,1908.0
13,35,10265.5,1030.4
13,36,6677.1,738.5
13,37,20844.0,1732.3
13,38,12789.9,1239.0
13,39,14568.0,1312.4
13,40,10749.8,1112.6
13,41,8015.9,689.9
13,42,2575.4,350.6
13,43,24323.6,1949.4
13,44,6341.7,710.3
13,45,14662.5,1209.9
13,46,16592.5,1503.3
13,47,21032.1,1796.7
13,48,8901.3,727.5
13,49,16410.6,1522.5
13,50,15955.6,1229.7
13,51,6699.5,850.8
13,52,18079.4,1590.4
13,53,16009.5,1863.4
13,54,15168.8,1539.5
13,55,12810.3,1316.2
13,56,17918.5,1441.1
13,57,13089.6,1344.9
13,58,12465.2,1065.1
13,59,14183.0,919.5
13,60,12009.3,1216.5
13,61,20511.7,1760.3
13,62,14968.0,1223.7
13,63,13314.1,1109.7
13,64,4900.4,490.7
13,65,21839.5,1838.1
13,66,22805.1,1833.1
13,67,11944.2,834.4
13,68,8666.6,785.4
13,69,16036.8,1651.2
13,70,4547.3,510.8
13,71,17030.4,1800.0
13,72,16973.6,1230.9
13,73,1584.6,252.8
13,74,11237.2,1195.4
13,75,8245.0,723.7
13,76,20786.4,1714.3
13,77,22434.3,1816.9
13,78,22012.1,1723.6
13,79,10276.8,808.2
13,80,15531.2,1538.3
13,81,13852.2,1476.1
13,82,3368.1,354.6
13,83,3278.9,307.9
13,84,14727.2,1486.0
13,85,6550.4,680.7
13,86,12370.7,1182.8
13,87,19650.5,2505.8
13,88,20864.4,1846.8
13,89,18760.3,1838.5
13,90,12476.0,1319.6
13,91,3157.8,445.1
14,1,25003.3,2474.2
14,2,7569.4,757.7
14,3,26947.2,2109.1
14,4,5846.2,635.9
14,5,24882.7,1853.3
14,6,34339.1,2520.3
14,7,29782.4,2144.6
14,8,18256.1,1394.1
14,9,15722.4,1473.8
14,10,13905.5,1323.7
14,11,18078.3,1280.4
14,12,8432.5,820.6
14,13,20373.1,1568.0
14,15,18517.3,1372.2
14,16,11603.6,895.8
14,17,7438.3,665.7
14,18,3219.3,387.8
14,19,10294.7,882.2
14,20,4336.7,424.8
14,21,19082.8,1423.9
14,22,13362.7,1289.0
14,23,11274.1,1034.0
14,24,12431.1,978.4
14,25,12978.3,1008.3
14,26,20422.2,1634.2
14,27,5962.3,614.8
14,28,16358.4,1201.2
14,29,5841.9,541.1
14,30,12564.5,1189.2
14,31,7527.1,603.3
14,32,33053.1,2453.2
14,33,7112.1,716.4
14,34,5021.4,422.1
14,35,11731.8,912.9
14,36,14187.5,1178.7
14,37,9431.7,812.4
14,38,13603.4,1057.4
14,39,7608.0,779.6
14,40,10739.9,866.1
14,41,14992.4,1176.1
14,42,19445.6,1471.1
14,43,5444.7,503.3
14,44,15078.4,1149.5
14,45,8034.7,688.5
14,46,10545.6,872.7
14,47,9320.6,819.3
14,48,25248.0,1862.2
14,49,7403.4,711.4
14,50,17344.4,1489.1
14,51,13886.1,1100.8
14,52,7095.8,697.3
14,53,19679.0,1765.7
14,54,18838.3,1441.8
14,55,16479.8,1218.5
14,56,3931.7,363.8
14,57,10362.3,930.1
14,58,12236.0,1060.9
14,59,21929.1,1702.4
14,60,11630.9,982.0
14,61,9099.4,840.4
14,62,18360.6,1603.4
14,63,8854.3,761.4
14,64,22258.3,1659.5
14,65,3764.9,352.2
14,66,8166.2,689.6
14,67,23948.7,1663.5
14,68,18630.5,1459.6
14,69,14116.5,1227.0
14,70,17851.9,1269.2
14,71,14917.8,1305.9
14,72,17196.5,1523.4
14,73,19913.7,1543.1
14,74,14906.7,1097.7
14,75,19079.8,1536.3
14,76,10097.9,912.8
14,77,8454.2,709.6
14,78,34016.5,2552.7
14,79,10718.2,1037.8
14,80,12870.9,1158.9
14,81,17521.7,1378.4
14,82,20933.8,1569.3
14,83,19974.3,1484.5
14,84,18396.7,1388.3
14,85,13322.3,1037.4
14,86,7546.1,626.9
14,87,23320.0,2408.1
14,88,4969.6,770.1
14,89,10964.6,928.9
14,90,16145.5,1221.9
14,91,17863.6,1265.0
15,1,21560.9,1997.5
15,2,16816.0,1350.0
15,3,13503.4,1165.9
15,4,15405.1,1361.4
15,5,11218.0,929.7
15,6,21277.2,1662.6
15,7,16720.5,1286.9
15,8,8575.3,798.6
15,9,21832.1,2262.8
15,10,11103.1,937.7
15,11,1353.5,210.8
15,12,16097.3,1309.5
15,13,3082.3,388.1
15,14,16912.6,1436.4
15,16,9699.6,994.1
15,17,16370.6,1385.1
15,18,15920.0,1325.6
15,19,13997.4,1298.8
15,20,22159.2,1760.8
15,21,5092.6,518.4
15,22,9435.5,834.1
15,23,14487.8,1413.0
15,24,9625.6,1031.1
15,25,5709.3,686.9
15,26,15880.8,1645.1
15,27,15755.8,1299.9
15,28,11817.0,1212.1
15,29,13759.3,1229.9
15,30,8902.6,815.0
15,31,10658.3,999.5
15,32,19991.2,1595.5
15,33,14969.0,1226.1
15,34,21945.2,1815.2
15,35,9393.6,943.6
15,36,5805.3,651.7
15,37,19693.2,1639.5
15,38,11918.1,1152.2
15,39,10718.4,1163.0
15,40,9565.2,1008.5
15,41,5158.5,596.7
15,42,4718.0,547.5
15,43,23172.7,1856.6
15,44,4993.9,592.0
15,45,10205.9,1073.9
15,46,15441.7,1410.5
15,47,19881.3,1703.9
15,48,11276.4,900.2
15,49,15259.8,1429.7
15,50,14940.0,1060.0
15,51,6603.5,646.1
15,52,16928.6,1497.6
15,53,15137.6,1776.6
15,54,14296.9,1452.7
15,55,11938.4,1229.4
15,56,14279.6,1328.2
15,57,11938.8,1252.1
15,58,8826.4,952.2
15,59,13125.6,890.9
15,60,10858.4,1123.7
15,61,19360.8,1667.5
15,62,13669.5,1156.1
15,63,11639.0,945.2
15,64,7042.9,687.6
15,65,20688.6,1745.3
15,66,21654.2,1740.3
15,67,10886.8,805.8
15,68,7609.2,756.8
15,69,15164.9,1564.4
15,70,2717.8,287.8
15,71,16158.5,1713.2
15,72,13754.1,1046.7
15,73,3103.2,405.9
15,74,10365.3,1108.6
15,75,7187.6,695.1
15,76,19111.4,1549.8
15,77,21283.5,1724.1
15,78,20954.6,1695.0
15,79,6427.2,658.8
15,80,14380.3,1445.5
15,81,12980.3,1389.3
15,82,5510.7,551.5
15,83,5421.4,504.8
15,84,13855.3,1399.2
15,85,5678.6,593.9
15,86,11219.8,1090.0
15,87,18778.6,2419.0
15,88,17225.5,1733.9
15,89,17609.4,1745.7
15,90,11604.1,1232.8
15,91,1183.4,204.2
16,1,27691.8,2340.7
16,2,11270.6,1049.8
16,3,19593.0,1530.6
16,4,9643.8,766.6
16,5,17307.7,1294.4
16,6,27931.0,2050.3
16,7,23374.3,1674.6
16,8,16572.2,1204.4
16,9,15348.1,1546.3
16,10,17234.0,1280.9
16,11,7467.3,595.2
16,12,11858.5,1115.3
16,13,10670.2,915.1
16,14,11151.3,841.6
16,15,8289.0,732.6
16,17,10609.3,790.3
16,18,10158.7,730.8
16,19,7513.4,582.3
16,20,15675.2,1044.3
16,21,11182.3,883.1
16,22,15566.3,1177.3
16,23,8003.8,696.5
16,24,3094.7,306.7
16,25,3103.1,292.9
16,26,11564.2,992.1
16,27,9663.5,906.9
16,28,7500.4,559.1
16,29,7998.0,635.1
16,30,15033.4,1158.2
16,31,4897.0,404.7
16,32,26645.0,1983.2
16,33,11056.0,1039.3
16,34,17225.4,1145.3
16,35,2221.0,199.9
16,36,5019.7,522.7
16,37,13209.1,923.0
16,38,4745.4,408.5
16,39,10263.1,916.0
16,40,4357.7,516.3
16,41,10494.3,869.4
16,42,11545.1,930.3
16,43,16688.7,1140.1
16,44,5368.1,430.8
16,45,10266.5,841.5
16,46,8957.7,694.0
16,47,13397.3,987.4
16,48,17366.0,1264.9
16,49,9498.4,834.9
16,50,21070.8,1403.2
16,51,6564.3,585.9
16,52,10444.5,781.1
16,53,10821.1,1123.6
16,54,9980.4,799.7
16,55,7621.9,576.4
16,56,9757.7,803.8
16,57,5539.6,541.2
16,58,8236.9,790.4
16,59,19779.4,1278.6
16,60,4374.4,407.2
16,61,12876.8,951.0
16,62,21289.5,1506.5
16,63,11381.5,954.6
16,64,14116.3,1096.9
16,65,17080.0,1134.0
16,66,15170.2,1023.8
16,67,17540.6,1193.5
16,68,14263.0,1144.5
16,69,9467.8,871.1
16,70,9122.8,711.0
16,71,11842.0,1060.2
16,72,19885.0,1389.9
16,73,10691.1,932.9
16,74,6048.7,455.6
16,75,13841.4,1082.8
16,76,13799.0,1204.9
16,77,14799.5,1007.6
16,78,27608.4,2082.7
16,79,11763.0,931.5
16,80,7896.3,729.0
16,81,8663.7,736.3
16,82,12545.2,990.8
16,83,12073.7,943.7
16,84,9538.7,746.2
16,85,4154.5,381.4
16,86,5458.5,495.2
16,87,14462.1,1766.0
16,88,12703.6,1209.5
16,89,11125.4,1029.2
16,90,7287.6,579.8
16,91,7516.3,602.2
17,1,30908.2,2445.4
17,2,10359.2,945.5
17,3,26999.0,1934.3
17,4,2698.7,284.8
17,5,24713.6,1698.1
17,6,33943.6,2387.9
17,7,29386.9,2012.2
17,8,19788.5,1309.1
17,9,12987.5,1190.8
17,10,20450.3,1385.6
17,11,16439.8,1071.3
17,12,10947.2,1011.0
17,13,18734.6,1358.9
17,14,7010.1,522.9
17,15,16878.7,1163.1
17,16,9629.6,674.8
17,18,6017.5,412.1
17,19,3073.8,399.7
17,20,5987.0,613.4
17,21,17444.3,1214.8
17,22,18782.7,1282.0
17,23,3973.8,552.2
17,24,10457.1,757.4
17,25,10826.9,805.9
17,26,12953.2,1329.3
17,27,8752.2,802.6
17,28,8889.4,896.3
17,29,3596.7,279.6
17,30,18249.8,1262.9
17,31,6694.5,552.6
17,32,32657.6,2320.8
17,33,10144.6,935.0
17,34,10713.1,751.7
17,35,9757.8,691.9
17,36,12036.0,976.3
17,37,6696.8,529.4
17,38,6426.5,634.4
17,39,9194.7,905.3
17,40,8588.4,663.7
17,41,13353.9,967.0
17,42,17807.1,1262.0
17,43,10176.4,746.5
17,44,12926.9,947.1
17,45,11142.2,916.2
17,46,2794.6,363.6
17,47,6885.0,593.8
17,48,24772.0,1668.6
17,49,1139.2,172.8
17,50,24287.2,1507.9
17,51,12247.6,891.7
17,52,3072.0,364.0
17,53,12118.9,1443.4
17,54,11369.3,1136.9
17,55,9010.8,913.6
17,56,5428.1,554.7
17,57,5007.2,690.2
17,58,10597.5,851.8
17,59,25792.0,1616.2
17,60,6899.1,729.2
17,61,6364.5,557.4
17,62,24505.9,1611.2
17,63,11961.8,989.1
17,64,20398.3,1484.1
17,65,7550.8,698.2
17,66,8657.9,630.2
17,67,23553.2,1531.1
17,68,20163.0,1374.6
17,69,7070.3,838.8
17,70,16213.4,1060.1
17,71,7896.9,985.3
17,72,23101.4,1494.6
17,73,18275.2,1334.0
17,74,12932.7,876.7
17,75,19854.0,1420.4
17,76,12887.7,1100.6
17,77,8287.2,614.0
17,78,33621.0,2420.3
17,79,14622.5,1029.1
17,80,5650.0,676.4
17,81,9489.3,1033.0
17,82,19295.2,1360.2
17,83,18335.8,1275.4
17,84,10927.7,1083.4
17,85,11170.8,835.0
17,86,6074.5,471.5
17,87,15851.0,2103.2
17,88,9845.5,976.4
17,89,8229.7,645.9
17,90,14171.5,1000.9
17,91,16225.1,1055.9
18,1,30946.7,2500.6
18,2,6597.1,813.7
18,3,27037.5,1989.5
18,4,3512.6,463.7
18,5,24752.2,1753.3
18,6,33982.2,2443.1
18,7,29425.5,2067.4
18,8,19827.1,1364.3
18,9,16032.4,1599.5
18,10,12933.2,1379.7
18,11,16478.4,1126.5
18,12,7460.2,876.6
18,13,18773.1,1414.1
18,14,2175.3,264.4
18,15,16917.3,1218.3
18,16,9668.1,730.0
18,17,5502.8,499.9
18,19,9495.6,771.5
18,20,6523.1,645.9
18,21,17482.8,1270.0
18,22,18821.3,1337.2
18,23,10395.5,924.0
18,24,10495.7,812.6
18,25,10865.4,861.1
18,26,18486.7,1468.4
18,27,4990.1,670.8
18,28,14422.9,1035.4
18,29,3906.5,375.3
18,30,11592.2,1245.2
18,31,6733.1,607.8
18,32,32696.2,2376.0
18,33,6139.8,772.4
18,34,7207.9,643.2
18,35,9796.3,747.1
18,36,12074.6,1031.5
18,37,9741.7,938.1
18,38,11667.9,891.6
18,39,6635.7,835.6
18,40,8627.0,718.9
18,41,13392.4,1022.2
18,42,17845.7,1317.2
18,43,7631.1,724.4
18,44,12965.4,1002.3
18,45,7062.4,744.5
18,46,8610.2,706.9
18,47,9929.9,1002.5
18,48,24810.5,1723.8
18,49,5467.9,545.6
18,50,16372.1,1545.1
18,51,12286.1,946.9
18,52,8256.9,814.4
18,53,17743.6,1599.9
18,54,16902.9,1276.0
18,55,14544.3,1052.7
18,56,4400.6,477.7
18,57,8426.8,764.3
18,58,10636.0,907.0
18,59,25830.6,1671.4
18,60,9695.4,816.2
18,61,9409.4,966.1
18,62,17388.3,1659.4
18,63,7882.0,817.4
18,64,20436.9,1539.3
18,65,5951.3,573.3
18,66,10352.7,910.7
18,67,23591.8,1586.3
18,68,20201.5,1429.8
18,69,13492.0,1210.6
18,70,16251.9,1115.3
18,71,14318.6,1357.1
18,72,23139.9,1549.8
18,73,18313.7,1389.2
18,74,12971.2,931.9
18,75,19892.6,1475.6
18,76,9125.6,968.8
18,77,10640.6,930.7
18,78,33659.6,2475.5
18,79,14661.1,1084.3
18,80,12071.8,1048.2
18,81,15586.2,1212.6
18,82,19333.8,1415.4
18,83,18374.3,1330.6
18,84,16461.2,1222.5
18,85,11209.3,890.2
18,86,6113.0,526.7
18,87,21384.6,2242.3
18,88,7138.7,888.0
18,89,11274.6,1054.6
18,90,14210.1,1056.1
18,91,16263.6,1111.1
19,1,30281.3,2380.8
19,2,12084.2,1074.3
19,3,26372.1,1869.7
19,4,4423.6,413.6
19,5,24086.7,1633.5
19,6,33316.7,2323.3
19,7,28760.0,1947.6
19,8,19161.6,1244.5
19,9,12137.7,1027.7
19,10,19823.4,1321.0
19,11,15812.9,1006.7
19,12,12672.1,1139.8
19,13,18107.6,1294.3
19,14,8735.1,651.7
19,15,16251.8,1098.5
19,16,5839.2,444.5
19,17,3689.8,309.0
19,18,7742.5,540.9
19,20,8313.1,487.6
19,21,16817.4,1150.2
19,22,18155.8,1217.4
19,23,2797.6,258.2
19,24,6677.5,538.5
19,25,8942.2,737.4
19,26,10801.2,1025.8
19,27,10477.1,931.4
19,28,6737.4,592.8
19,29,5321.7,408.4
19,30,17622.9,1198.3
19,31,6067.6,488.0
19,32,32030.7,2256.2
19,33,11869.6,1063.8
19,34,9863.3,588.6
19,35,5978.2,473.0
19,36,11806.0,957.7
19,37,5847.0,366.3
19,38,4274.5,330.9
19,39,10651.1,868.2
19,40,8358.4,645.1
19,41,12727.0,902.4
19,42,17180.2,1197.4
19,43,9326.6,583.4
19,44,11207.3,875.3
19,45,11999.6,915.7
19,46,1595.5,137.9
19,47,6035.1,430.7
19,48,24145.1,1604.0
19,49,3356.0,376.2
19,50,23660.3,1443.3
19,51,11620.6,827.1
19,52,3082.4,224.4
19,53,9966.9,1139.9
19,54,9217.3,833.4
19,55,6858.8,610.1
19,56,7153.1,683.5
19,57,4250.8,467.3
19,58,9970.5,787.2
19,59,25165.1,1551.6
19,60,4747.1,425.7
19,61,5514.7,394.3
19,62,23879.0,1546.6
19,63,13114.6,1028.8
19,64,19771.4,1419.5
19,65,9717.8,577.3
19,66,7808.1,467.1
19,67,22926.3,1466.5
19,68,19536.0,1310.0
19,69,4918.3,535.3
19,70,15586.4,995.5
19,71,5744.9,681.8
19,72,22474.5,1430.0
19,73,17648.2,1269.4
19,74,9153.1,657.8
19,75,19227.1,1355.8
19,76,14612.7,1229.4
19,77,7437.3,450.9
19,78,32994.1,2355.7
19,79,13995.6,964.5
19,80,3498.0,372.9
19,81,7337.3,729.5
19,82,18668.3,1295.6
19,83,17708.8,1210.8
19,84,8775.7,779.9
19,85,10940.8,816.4
19,86,5447.6,406.9
19,87,13699.0,1799.7
19,88,11570.4,1105.2
19,89,7379.9,482.8
19,90,10391.9,782.0
19,91,15598.2,991.3
20,1,34571.3,2701.8
20,2,10374.0,1057.7
20,3,30662.1,2190.7
20,4,5960.9,582.1
20,5,28376.8,1954.5
20,6,37606.8,2644.3
20,7,33050.1,2268.6
20,8,23451.7,1565.5
20,9,14334.1,1225.4
20,10,16710.1,1623.7
20,11,20103.0,1327.7
20,12,11237.1,1120.6
20,13,22397.7,1615.3
20,14,4089.5,437.3
20,15,20541.9,1419.5
20,16,13292.8,931.2
20,17,5982.5,592.7
20,18,4908.5,423.2
20,19,8880.2,602.6
20,21,21107.4,1471.2
20,22,22445.9,1538.4
20,23,9859.6,754.4
20,24,14120.3,1013.8
20,25,14490.0,1062.3
20,26,18040.0,1410.9
20,27,8767.0,914.8
20,28,14695.8,1099.2
20,29,7531.1,576.5
20,30,15369.2,1489.2
20,31,10357.7,809.0
20,32,36320.8,2577.2
20,33,9916.8,1016.4
20,34,2384.2,216.1
20,35,13420.9,948.3
20,36,15699.2,1232.7
20,37,8043.4,564.0
20,38,12232.9,837.3
20,39,10412.6,1079.6
20,40,12251.6,920.1
20,41,17017.0,1223.4
20,42,21470.3,1518.4
20,43,1821.2,198.3
20,44,16590.1,1203.5
20,45,10839.3,988.5
20,46,9628.3,643.8
20,47,5323.4,459.1
20,48,28435.2,1925.0
20,49,6719.2,694.8
20,50,27950.4,1764.3
20,51,15910.7,1148.1
20,52,6217.8,503.6
20,53,17925.3,1646.3
20,54,17175.7,1339.8
20,55,14817.2,1116.5
20,56,8419.8,689.4
20,57,12051.5,965.5
20,58,14260.6,1108.2
20,59,29455.2,1872.6
20,60,12705.5,932.1
20,61,6691.0,529.9
20,62,28169.1,1867.6
20,63,11658.9,1061.4
20,64,24061.5,1740.5
20,65,957.4,127.5
20,66,3852.8,326.3
20,67,27216.4,1787.5
20,68,23826.1,1631.0
20,69,12728.2,978.6
20,70,19876.5,1316.5
20,71,13529.4,1057.5
20,72,26764.5,1751.0
20,73,21938.3,1590.4
20,74,16595.8,1133.1
20,75,23517.2,1676.8
20,76,12902.5,1212.8
20,77,4140.8,346.3
20,78,37284.2,2676.7
20,79,18285.7,1285.5
20,80,11456.4,879.3
20,81,15295.7,1235.9
20,82,22958.4,1616.6
20,83,21998.9,1531.8
20,84,16734.1,1286.3
20,85,14833.9,1091.4
20,86,9737.6,727.9
20,87,21308.7,2222.8
20,88,6889.7,986.4
20,89,9576.3,680.5
20,90,17834.7,1257.3
20,91,19888.3,1312.3
21,1,22270.3,2035.2
21,2,15980.9,1368.0
21,3,10010.2,940.1
21,4,18150.9,1413.3
21,5,7724.8,703.9
21,6,19824.5,1544.7
21,7,15267.8,1169.0
21,8,7363.7,719.7
21,9,24577.9,2314.7
21,10,10383.6,957.7
21,11,5462.4,520.2
21,12,15262.3,1327.5
21,13,4282.1,541.4
21,14,19658.4,1488.3
21,15,4197.0,594.8
21,16,12805.9,1078.5
21,17,19116.4,1437.0
21,18,18665.8,1377.5
21,19,16743.2,1350.7
21,20,24905.0,1812.7
21,22,10144.8,871.8
21,23,17233.6,1464.9
21,24,13633.4,1161.1
21,25,9293.3,827.9
21,26,21624.5,1816.9
21,27,14920.7,1317.9
21,28,17560.7,1383.9
21,29,14336.2,1272.2
21,30,9611.9,852.7
21,31,13404.1,1051.4
21,32,18538.5,1477.6
21,33,14134.0,1244.1
21,34,23375.9,1860.4
21,35,12783.5,1082.9
21,36,9538.8,974.1
21,37,22439.0,1691.4
21,38,14544.6,1231.9
21,39,12057.9,1165.9
21,40,10452.8,1051.3
21,41,5505.8,543.4
21,42,1607.1,255.8
21,43,25918.5,1908.5
21,44,7786.8,679.4
21,45,12152.3,1063.4
21,46,16521.3,1461.6
21,47,22627.1,1755.8
21,48,7783.2,674.4
21,49,15125.4,1406.9
21,50,13445.4,1083.2
21,51,7491.2,688.9
21,52,19674.4,1549.5
21,53,20881.3,1948.4
21,54,20040.6,1624.5
21,55,17682.1,1401.2
21,56,15408.3,1294.6
21,57,14684.6,1304.0
21,58,9955.1,918.6
21,59,11672.9,773.0
21,60,13604.2,1175.6
21,61,22106.6,1719.4
21,62,12457.8,1077.2
21,63,10803.9,963.2
21,64,4515.5,468.8
21,65,22119.3,1790.5
21,66,24400.1,1792.2
21,67,9434.1,687.9
21,68,6156.4,638.9
21,69,18697.6,1639.5
21,70,3375.5,348.7
21,71,19415.5,1851.1
21,72,14463.5,1084.4
21,73,2332.2,393.5
21,74,16109.0,1280.4
21,75,5734.9,577.2
21,76,18276.3,1567.8
21,77,24029.3,1776.0
21,78,19501.9,1577.1
21,79,7766.7,661.7
21,80,17126.1,1497.4
21,81,18724.0,1561.1
21,82,3095.2,354.0
21,83,2135.7,269.2
21,84,19599.0,1571.0
21,85,9412.1,916.3
21,86,13425.0,1138.5
21,87,24522.3,2590.8
21,88,18354.2,1700.3
21,89,20355.3,1797.6
21,90,17347.8,1404.6
21,91,5247.7,504.8
22,1,14616.5,1525.6
22,2,10390.1,812.2
22,3,14843.7,1274.8
22,4,14217.7,1290.6
22,5,12779.2,1019.0
22,6,22235.6,1686.0
22,7,17678.9,1310.3
22,8,6327.4,584.9
22,9,29249.1,2395.7
22,10,2613.2,382.6
22,11,9147.4,571.6
22,12,9671.4,771.7
22,13,11442.2,859.2
22,14,12133.0,1056.2
22,15,9586.4,663.4
22,16,16165.7,1235.3
22,17,15183.2,1314.3
22,18,12331.6,1251.7
22,19,18228.3,1473.5
22,20,16214.6,1380.1
22,21,10448.8,750.2
22,23,20593.5,1621.7
22,24,17097.0,1292.8
22,25,12899.0,966.9
22,26,24984.3,1973.7
22,27,9329.9,762.1
22,28,20920.5,1540.7
22,29,12821.4,1196.5
22,30,471.4,64.5
22,31,12404.0,1045.4
22,32,20949.6,1618.9
22,33,8543.1,688.3
22,34,16899.3,1377.4
22,35,16223.3,1186.0
22,36,14715.3,1161.5
22,37,22958.4,1734.3
22,38,17904.5,1388.7
22,39,8405.8,761.2
22,40,12302.7,1022.2
22,41,5839.1,425.1
22,42,10811.6,797.4
22,43,17322.6,1458.6
22,44,11146.6,836.2
22,45,5657.7,559.0
22,46,17342.9,1408.9
22,47,21198.4,1774.6
22,48,13144.5,1027.9
22,49,15947.0,1354.2
22,50,6052.1,543.8
22,51,10058.8,825.2
22,52,20193.8,1592.4
22,53,24241.2,2105.2
22,54,23400.5,1781.3
22,55,21041.9,1558.0
22,56,10357.1,961.7
22,57,16906.5,1392.3
22,58,10776.7,865.9
22,59,8872.4,887.1
22,60,16964.0,1332.4
22,61,22626.1,1762.3
22,62,7068.3,658.1
22,63,5213.1,407.4
22,64,10154.8,825.2
22,65,15642.7,1307.5
22,66,20044.1,1644.9
22,67,11845.2,829.2
22,68,6701.8,650.4
22,69,22057.4,1796.3
22,70,8921.0,560.4
22,71,22775.3,2007.9
22,72,6809.7,574.8
22,73,10982.8,834.3
22,74,19468.8,1437.2
22,75,8146.0,718.5
22,76,12685.5,1012.0
22,77,20332.1,1664.9
22,78,21913.0,1718.4
22,79,4172.0,380.0
22,80,20486.0,1654.2
22,81,22083.8,1717.9
22,82,11134.4,871.0
22,83,11340.2,810.8
22,84,22958.8,1727.8
22,85,14588.7,1103.7
22,86,12423.1,1069.0
22,87,27882.2,2747.6
22,88,11877.6,1217.3
22,89,24491.3,1850.8
22,90,20707.7,1561.4
22,91,8932.7,556.2
23,1,31671.7,2573.8
23,2,14634.6,1306.5
23,3,25344.6,2057.4
23,4,6974.1,645.8
23,5,23059.3,1821.2
23,6,34707.2,2516.3
23,7,30150.4,2140.6
23,8,20552.0,1437.5
23,9,8178.0,982.6
23,10,21213.8,1514.0
23,11,13218.9,1122.0
23,12,15662.5,1368.3
23,13,16421.9,1441.9
23,14,11535.0,857.5
23,15,14040.6,1259.4
23,16,5751.6,526.8
23,17,6240.3,541.2
23,18,10542.4,746.7
23,19,2701.7,257.8
23,20,10863.5,719.8
23,21,18207.8,1343.2
23,22,19546.2,1410.4
23,24,6590.0,620.8
23,25,8854.7,819.7
23,26,8789.6,985.3
23,27,13027.6,1163.6
23,28,5378.6,661.9
23,29,7872.1,640.6
23,30,19013.3,1391.3
23,31,7458.0,681.0
23,32,33421.1,2449.2
23,33,14611.1,1285.5
23,34,12413.7,820.8
23,35,5890.6,555.3
23,36,10771.3,1049.5
23,37,3051.4,447.4
23,38,4186.9,413.2
23,39,12041.5,1061.2
23,40,9748.8,838.1
23,41,14117.4,1095.4
23,42,18570.6,1390.4
23,43,11877.0,815.6
23,44,11119.7,957.6
23,45,13390.0,1108.7
23,46,2985.9,330.9
23,47,8585.6,662.9
23,48,23117.6,1791.7
23,49,4617.4,574.7
23,50,25050.7,1636.3
23,51,13011.1,1020.1
23,52,5632.8,456.6
23,53,9879.3,1222.2
23,54,7613.0,893.9
23,55,5255.6,636.7
23,56,10322.9,913.8
23,57,4235.1,533.9
23,58,11361.0,980.2
23,59,26555.5,1744.6
23,60,4659.6,508.0
23,61,8065.1,626.5
