LocalidadOrigen,LocalidadDestino,distancia,tiempo
6,51,22795.5,1989.9
6,52,34978.7,2850.5
6,53,36185.7,3249.4
6,54,35345.0,2925.5
6,55,32986.4,2702.2
6,56,26431.5,2383.9
6,57,29988.9,2605.0
6,58,26425.0,2131.1
6,59,11473.3,987.6
6,60,28908.5,2476.6
6,61,37411.0,3020.4
6,62,13008.0,1333.5
6,63,21287.5,1829.6
6,64,18817.8,1620.9
6,65,31717.1,2729.7
6,66,36118.5,3067.1
6,67,11272.2,1055.4
6,68,14775.8,1386.6
6,69,34001.9,2940.5
6,70,18679.8,1649.7
6,71,34719.8,3152.1
6,72,17151.6,1685.8
6,73,20648.4,1852.0
6,74,31413.3,2581.4
6,75,15762.0,1448.1
6,76,28759.9,2434.2
6,77,39333.6,3077.0
6,78,3476.7,657.9
6,79,21513.8,1663.6
6,80,32430.5,2798.4
6,81,34028.3,2862.1
6,82,19486.8,1651.3
6,83,19869.1,1709.1
6,84,34903.3,2872.0
6,85,25351.5,2234.9
6,86,29894.9,2351.0
6,87,39826.6,3891.8
6,88,27952.0,2639.5
6,89,35659.6,3098.6
6,90,32652.1,2705.6
6,91,19695.5,1687.4
7,1,30037.1,2498.2
7,2,23898.2,1756.0
7,3,9329.4,1028.3
7,4,26860.3,2143.0
7,5,8059.1,776.3
7,6,9267.6,976.9
7,8,8569.9,844.3
7,9,33908.4,3103.1
7,10,13522.4,1138.7
7,11,13936.4,1190.2
7,12,23179.5,1715.5
7,13,15393.4,1462.4
7,14,25641.0,2000.0
7,15,14375.3,1282.0
7,16,22136.4,1866.9
7,17,27825.8,2166.7
7,18,27375.2,2107.2
7,19,26073.7,2139.1
7,20,29722.6,2323.9
7,21,13003.8,1135.9
7,22,15518.2,1282.7
7,23,26564.1,2253.3
7,24,22963.9,1949.5
7,25,18623.8,1616.3
7,26,30955.0,2605.3
7,27,22837.9,1705.9
7,28,26891.2,2172.3
7,29,24832.3,1972.1
7,30,14720.0,1182.9
7,31,23902.0,1814.8
7,32,7981.6,909.8
7,33,22051.2,1632.1
7,34,30407.4,2321.2
7,35,22114.0,1871.3
7,36,19504.3,1780.1
7,37,31769.5,2479.8
7,38,23875.1,2020.3
7,39,19570.3,1599.5
7,40,23059.2,1791.2
7,41,16505.7,1201.8
7,42,13366.6,1183.1
7,43,30830.6,2402.4
7,44,17117.3,1467.8
7,45,19165.7,1502.8
7,46,27017.4,2161.5
7,47,31957.6,2544.2
7,48,7682.1,833.3
7,49,25621.6,2106.8
7,50,12844.7,1088.7
7,51,16821.7,1477.3
7,52,29004.9,2337.9
7,53,30211.8,2736.8
7,54,29371.1,2412.9
7,55,27012.6,2189.6
7,56,23865.2,1905.5
7,57,24015.1,2092.4
7,58,20451.2,1618.5
7,59,5499.5,475.0
7,60,22934.7,1964.0
7,61,31437.1,2507.8
7,62,11240.4,985.6
7,63,18721.1,1351.2
7,64,12844.0,1108.3
7,65,29150.8,2251.3
7,66,33730.5,2580.6
7,67,5298.4,542.8
7,68,8802.0,874.0
7,69,28028.1,2427.9
7,70,12705.9,1137.1
7,71,28746.0,2639.5
7,72,15384.0,1337.9
7,73,14674.6,1339.4
7,74,25439.5,2068.8
7,75,9788.2,935.5
7,76,26193.5,1955.8
7,77,33359.8,2564.4
7,78,8945.0,1009.3
7,79,15540.0,1151.0
7,80,26456.6,2285.8
7,81,28054.5,2349.5
7,82,13513.0,1138.7
7,83,13895.3,1196.5
7,84,28929.5,2359.4
7,85,19377.6,1722.3
7,86,23921.1,1838.4
7,87,33852.8,3379.2
7,88,25385.7,2161.1
7,89,29685.7,2586.0
7,90,26678.3,2193.0
7,91,13721.7,1174.8
8,1,21583.8,1936.1
8,2,15655.6,1175.1
8,3,8735.8,871.8
8,4,17657.4,1506.1
8,5,6671.3,616.0
8,6,16127.8,1283.0
8,7,11571.0,907.3
8,9,29720.7,2511.4
8,10,5880.8,592.7
8,11,8107.7,670.8
8,12,14937.0,1134.6
8,13,9564.7,943.0
8,14,17398.5,1419.1
8,15,8546.7,762.6
8,16,16242.0,1288.4
8,17,18622.9,1529.8
8,18,18172.3,1470.3
8,19,20179.3,1560.6
8,20,21480.1,1743.0
8,21,7175.1,616.5
8,22,7275.7,701.8
8,23,20669.7,1674.8
8,24,17069.5,1371.0
8,25,12729.4,1037.8
8,26,25060.5,2026.8
8,27,14595.4,1125.0
8,28,20996.8,1593.8
8,29,15629.4,1335.2
8,30,6477.5,602.0
8,31,14699.2,1177.9
8,32,14841.7,1215.9
8,33,13808.7,1051.2
8,34,22164.9,1740.3
8,35,16219.6,1292.8
8,36,13675.6,1260.7
8,37,23430.1,1850.0
8,38,17980.7,1441.8
8,39,11117.1,1037.4
8,40,13856.4,1154.3
8,41,6799.0,606.4
8,42,7538.0,663.7
8,43,22588.1,1821.5
8,44,11222.8,889.3
8,45,10923.2,921.9
8,46,17814.5,1524.6
8,47,23618.2,1914.4
8,48,7393.3,638.5
8,49,16418.7,1469.9
8,50,7803.0,672.6
8,51,10927.2,898.8
8,52,20665.5,1708.1
8,53,24317.4,2158.3
8,54,23476.7,1834.4
8,55,21118.2,1611.1
8,56,15622.7,1324.6
8,57,18120.6,1513.9
8,58,11248.3,981.6
8,59,7976.1,511.3
8,60,17040.2,1385.5
8,61,23097.7,1878.0
8,62,7189.3,618.1
8,63,10478.6,770.3
8,64,7425.7,660.1
8,65,20908.3,1670.4
8,66,25391.1,1950.8
8,67,5737.3,426.2
8,68,1966.5,263.1
8,69,22133.6,1849.4
8,70,6637.9,556.0
8,71,22851.6,2061.0
8,72,10183.7,904.8
8,73,8845.9,820.0
8,74,19545.0,1490.3
8,75,2163.5,340.1
8,76,17951.0,1374.9
8,77,25020.4,1934.6
8,78,15805.2,1315.4
8,79,7086.8,588.9
8,80,20562.2,1707.3
8,81,22160.0,1771.0
8,82,8405.3,705.9
8,83,8066.6,677.1
8,84,23035.0,1780.9
8,85,13549.0,1202.9
8,86,14718.2,1201.5
8,87,27958.4,2800.7
8,88,17143.2,1580.2
8,89,24962.9,1966.5
8,90,20783.9,1614.5
8,91,7893.0,655.4
9,1,40148.5,3445.6
9,2,20604.8,2078.2
9,3,36239.3,2934.5
9,4,13164.5,1338.4
9,5,33953.9,2698.3
9,6,43184.0,3388.1
9,7,38627.2,3012.4
9,8,29028.8,2309.3
9,10,29690.7,2385.8
9,11,22306.0,2018.6
9,12,21468.0,2141.1
9,13,25508.9,2338.5
9,14,14773.1,1465.2
9,15,23127.7,2156.0
9,16,14838.7,1423.4
9,17,11741.6,1273.7
9,18,15139.3,1443.7
9,19,11788.8,1154.4
9,20,13684.5,1275.0
9,21,26684.6,2215.0
9,22,28023.0,2282.2
9,23,9511.6,961.8
9,24,15677.1,1517.4
9,25,17941.7,1716.3
9,26,12759.4,1278.5
9,27,18997.8,1935.3
9,28,11887.4,1268.2
9,29,14750.2,1417.7
9,30,27490.1,2263.1
9,31,15934.8,1552.8
9,32,41897.9,3321.0
9,33,20147.6,2036.9
9,34,15234.7,1376.0
9,35,14977.7,1451.9
9,36,19858.4,1946.1
9,37,6173.2,759.1
9,38,12562.7,1284.0
9,39,20518.4,1933.0
9,40,18225.6,1709.9
9,41,22594.2,1967.2
9,42,27047.4,2262.2
9,43,14698.0,1370.8
9,44,20206.8,1854.2
9,45,21866.8,1980.5
9,46,11462.8,1202.7
9,47,9721.3,1035.6
9,48,34012.3,2668.8
9,49,12784.4,1385.5
9,50,33527.5,2508.1
9,51,21487.9,1891.9
9,52,9494.7,1039.6
9,53,14637.2,1626.8
9,54,12583.2,1252.4
9,55,11991.5,1277.2
9,56,16581.6,1692.8
9,57,13322.2,1430.5
9,58,19837.8,1852.0
9,59,35032.3,2616.4
9,60,13746.6,1404.6
9,61,7668.8,959.6
9,62,33746.2,2611.4
9,63,21889.7,2081.9
9,64,29638.6,2484.3
9,65,15089.3,1364.7
9,66,13179.5,1254.5
9,67,32793.5,2531.3
9,68,29403.3,2374.8
9,69,9261.0,937.1
9,70,25453.7,2060.3
9,71,8320.5,932.0
9,72,32341.7,2494.8
9,73,27515.5,2334.2
9,74,15962.4,1521.4
9,75,29094.3,2420.6
9,76,23133.3,2233.3
9,77,12808.8,1238.3
9,78,42861.4,3420.5
9,79,23862.8,2029.3
9,80,9093.5,898.8
9,81,13153.6,1422.0
9,82,28535.5,2360.4
9,83,27576.1,2275.6
9,84,12909.3,1276.9
9,85,18993.2,1804.8
9,86,15314.8,1471.7
9,87,16028.1,2090.4
9,88,18094.8,2017.8
9,89,4150.1,540.0
9,90,17201.3,1645.6
9,91,22354.9,2025.6
10,1,17640.7,1642.9
10,2,11666.2,868.3
10,3,14869.1,1224.1
10,4,15493.9,1346.7
10,5,12804.6,968.3
10,6,16666.4,1559.8
10,7,17704.3,1259.6
10,8,6352.8,534.2
10,9,30525.2,2451.8
10,11,10423.6,627.7
10,12,10947.6,827.8
10,13,12718.3,915.3
10,14,13409.1,1112.3
10,15,10862.5,719.5
10,16,17441.9,1291.4
10,17,16459.3,1370.4
10,18,13607.7,1307.8
10,19,19504.4,1529.6
10,20,17490.7,1436.2
10,21,9685.1,731.0
10,22,3273.4,395.6
10,23,21869.6,1677.8
10,24,18373.2,1348.9
10,25,14175.1,1023.0
10,26,26260.5,2029.8
10,27,10606.0,818.2
10,28,22196.7,1596.8
10,29,14097.5,1252.6
10,30,2475.3,295.8
10,31,13680.2,1101.5
10,32,20975.0,1568.2
10,33,9819.3,744.4
10,34,18175.5,1433.5
10,35,17499.5,1242.1
10,36,15991.5,1217.6
10,37,24234.6,1790.4
10,38,19180.6,1444.8
10,39,9682.0,817.3
10,40,13578.9,1078.3
10,41,7115.3,481.2
10,42,10048.0,778.2
10,43,18598.7,1514.7
10,44,12422.8,892.3
10,45,6933.8,615.1
10,46,18619.1,1465.0
10,47,22474.6,1830.7
10,48,13169.9,977.2
10,49,17223.2,1410.3
10,50,3783.6,297.7
10,51,11335.0,881.3
10,52,21470.0,1648.5
10,53,25517.3,2161.3
10,54,24676.6,1837.4
10,55,22318.1,1614.1
10,56,11633.3,1017.8
10,57,18182.6,1448.4
10,58,12052.8,922.0
10,59,8708.5,724.0
10,60,18240.2,1388.5
10,61,23902.3,1818.4
10,62,4799.8,412.0
10,63,6489.2,463.5
10,64,10180.2,774.5
10,65,16918.9,1363.6
10,66,21320.3,1701.0
10,67,11870.6,778.5
10,68,6727.2,599.7
10,69,23333.6,1852.4
10,70,10197.1,616.5
10,71,24051.5,2064.0
10,72,6571.2,595.2
10,73,12258.9,890.4
10,74,20745.0,1493.3
10,75,8171.4,667.8
10,76,13961.6,1068.1
10,77,21608.2,1721.0
10,78,21938.4,1667.7
10,79,5448.2,436.1
10,80,21762.1,1710.3
10,81,23360.0,1774.0
10,82,11159.8,820.3
10,83,10576.6,791.6
10,84,24235.0,1783.9
10,85,15864.8,1159.8
10,86,13699.2,1125.1
10,87,29158.3,2803.7
10,88,13153.8,1273.4
10,89,25767.4,1906.9
10,90,21983.8,1617.5
10,91,10208.9,612.3
11,1,21259.8,1901.7
11,2,13545.3,1198.8
11,3,12925.6,1128.2
11,4,14497.1,1227.7
11,5,10640.2,892.0
11,6,21262.1,1606.9
11,7,16705.4,1231.2
11,8,10140.1,765.4
11,9,20924.1,2129.1
11,10,10801.9,841.9
11,12,12826.6,1158.3
11,13,3374.4,420.6
11,14,16004.6,1302.7
11,15,974.1,159.0
11,16,9152.1,892.9
11,17,15462.5,1251.4
11,18,15012.0,1191.9
11,19,13089.4,1165.1
11,20,21251.2,1627.1
11,21,4514.8,480.7
11,22,9134.3,738.3
11,23,13579.8,1279.3
11,24,9979.6,975.5
11,25,4801.3,553.2
11,26,17970.6,1631.3
11,27,12485.1,1148.7
11,28,13906.8,1198.3
11,29,12851.3,1096.2
11,30,8601.4,719.2
11,31,9750.3,865.8
11,32,19976.1,1539.8
11,33,11698.3,1074.9
11,34,21037.1,1681.5
11,35,9129.7,897.3
11,36,6103.1,664.1
11,37,18785.1,1505.8
11,38,10890.8,1046.3
11,39,9622.2,996.7
11,40,6936.2,881.3
11,41,4062.3,430.4
11,42,4877.6,527.9
11,43,22264.7,1722.9
11,44,3920.6,446.2
11,45,9109.7,907.6
11,46,14533.6,1276.8
11,47,18973.2,1570.2
11,48,10698.6,862.5
11,49,12900.5,1274.2
11,50,14638.8,964.2
11,51,3974.5,518.9
11,52,16020.5,1363.9
11,53,17227.5,1762.8
11,54,16386.8,1438.9
11,55,14028.3,1215.6
11,56,13183.4,1161.9
11,57,11030.7,1118.4
11,58,7730.2,785.9
11,59,13110.5,835.2
11,60,9950.3,990.0
11,61,18452.8,1533.8
11,62,14857.5,1067.5
11,63,8368.3,794.0
11,64,7448.8,694.5
11,65,19780.5,1611.6
11,66,20746.2,1606.6
11,67,10871.7,750.1
11,68,7594.0,701.1
11,69,15043.7,1453.9
11,70,2690.8,272.0
11,71,15761.7,1665.5
11,72,13453.0,950.9
11,73,3395.3,438.4
11,74,12455.1,1094.8
11,75,7172.5,639.4
11,76,15840.7,1398.6
11,77,20375.4,1590.4
11,78,20939.5,1639.3
11,79,5331.0,492.5
11,80,13472.3,1311.8
11,81,15070.1,1375.5
11,82,5802.8,584.0
11,83,5406.3,541.3
11,84,15945.1,1385.4
11,85,5976.4,606.3
11,86,10311.8,956.3
11,87,20868.5,2405.2
11,88,16129.3,1567.6
11,89,16701.4,1612.0
11,90,13694.0,1219.0
11,91,210.8,26.3
12,1,15065.9,2030.4
12,2,1035.8,113.7
12,3,24330.5,1882.5
12,4,9180.3,961.9
12,5,22266.0,1626.7
12,6,31722.4,2293.7
12,7,27165.7,1918.0
12,8,15639.4,1167.5
12,9,23609.3,2107.9
12,10,11288.8,1097.1
12,11,14777.8,1119.5
12,13,17072.5,1407.1
12,14,7295.2,750.2
12,15,15216.7,1211.3
12,16,12263.2,1051.3
12,17,10145.8,985.6
12,18,7493.8,945.7
12,19,12588.6,1185.7
12,20,11376.8,1074.1
12,21,16079.1,1298.1
12,22,10746.0,1062.4
